arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
lawful,0.7,8,anticorrelate,,delta_transfer,-0.007405899888546841,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,9,decorrelate,0.3707726255084636,CEhat_ID,0.4193408713000745,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,9,decorrelate,,CE_Q_frozen,0.4242236482261147,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,9,decorrelate,0.3707726255084636,CEhat_Q_refit,0.41533852680978817,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012691257464578864,
lawful,0.7,9,decorrelate,,delta_info,-0.004002344490286358,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,9,decorrelate,,delta_transfer,0.008885121416326525,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,9,anticorrelate,0.3707726255084636,CEhat_ID,0.4193408713000745,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,9,anticorrelate,,CE_Q_frozen,0.4287287852022069,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,9,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.42039244675827225,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012239459800834953,
lawful,0.7,9,anticorrelate,,delta_info,0.0010515754581977288,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,9,anticorrelate,,delta_transfer,0.008336338443934665,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,0,decorrelate,0.3707726255084636,CEhat_ID,0.4208011805427664,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,0,decorrelate,,CE_Q_frozen,0.41732937983896773,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,0,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4170965438082275,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.007851043565277431,
lawful,0.9,0,decorrelate,,delta_info,-0.0037046367345388576,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,0,decorrelate,,delta_transfer,0.0002328360307402022,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,0,anticorrelate,0.3707726255084636,CEhat_ID,0.4208011805427664,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,0,anticorrelate,,CE_Q_frozen,0.43124046697624135,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,0,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4237669827591989,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.009324505221976894,
lawful,0.9,0,anticorrelate,,delta_info,0.0029658022164325004,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,0,anticorrelate,,delta_transfer,0.00747348421704247,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,1,decorrelate,0.3707726255084636,CEhat_ID,0.4087043324963375,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,1,decorrelate,,CE_Q_frozen,0.4126629619246403,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,1,decorrelate,0.3707726255084636,CEhat_Q_refit,0.40373375368326625,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01675320425390053,
lawful,0.9,1,decorrelate,,delta_info,-0.004970578813071225,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,1,decorrelate,,delta_transfer,0.008929208241374054,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,1,anticorrelate,0.3707726255084636,CEhat_ID,0.4087043324963375,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,1,anticorrelate,,CE_Q_frozen,0.4166600786407805,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.3990773446839223,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018026016027726258,
lawful,0.9,1,anticorrelate,,delta_info,-0.009626987812415166,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,1,anticorrelate,,delta_transfer,0.017582733956858165,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,2,decorrelate,0.3707726255084636,CEhat_ID,0.3915889406770476,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,2,decorrelate,,CE_Q_frozen,0.39783206200913934,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,2,decorrelate,0.3707726255084636,CEhat_Q_refit,0.42177518856346535,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.019378712538500324,
lawful,0.9,2,decorrelate,,delta_info,0.030186247886417772,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,2,decorrelate,,delta_transfer,-0.02394312655432601,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,2,anticorrelate,0.3707726255084636,CEhat_ID,0.3915889406770476,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,2,anticorrelate,,CE_Q_frozen,0.3957178178827766,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.41138787587433717,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01517995134834109,
lawful,0.9,2,anticorrelate,,delta_info,0.01979893519728959,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,2,anticorrelate,,delta_transfer,-0.01567005799156057,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,3,decorrelate,0.3707726255084636,CEhat_ID,0.41090116608716665,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,3,decorrelate,,CE_Q_frozen,0.4154623773385309,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,3,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4129610062554009,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01297575951136955,
lawful,0.9,3,decorrelate,,delta_info,0.0020598401682342393,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,3,decorrelate,,delta_transfer,0.002501371083130033,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,3,anticorrelate,0.3707726255084636,CEhat_ID,0.41090116608716665,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,3,anticorrelate,,CE_Q_frozen,0.4220356868216456,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.40192154159324395,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015313378209372544,
lawful,0.9,3,anticorrelate,,delta_info,-0.0089796244939227,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,3,anticorrelate,,delta_transfer,0.02011414522840166,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,4,decorrelate,0.3707726255084636,CEhat_ID,0.4271354518847389,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,4,decorrelate,,CE_Q_frozen,0.4255868563309128,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,4,decorrelate,0.3707726255084636,CEhat_Q_refit,0.45728441048699275,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01731046540154517,
lawful,0.9,4,decorrelate,,delta_info,0.03014895860225386,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,4,decorrelate,,delta_transfer,-0.03169755415607994,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,4,anticorrelate,0.3707726255084636,CEhat_ID,0.4271354518847389,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,4,anticorrelate,,CE_Q_frozen,0.4292979492970232,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4555226829026676,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.020598698490373043,
lawful,0.9,4,anticorrelate,,delta_info,0.028387231017928727,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,4,anticorrelate,,delta_transfer,-0.026224733605644424,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,5,decorrelate,0.3707726255084636,CEhat_ID,0.4229450127089812,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,5,decorrelate,,CE_Q_frozen,0.42200966911345306,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,5,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4185963404077584,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01819654910090368,
lawful,0.9,5,decorrelate,,delta_info,-0.004348672301222822,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.9,5,decorrelate,,delta_transfer,0.0034133287056946626,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.9,5,anticorrelate,0.3707726255084636,CEhat_ID,0.4229450127089812,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.9,5,anticorrelate,,CE_Q_frozen,0.42969341577966247,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.9,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4157900552849815,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013892127908419165,
lawful,0.9,5,anticorrelate,,delta_info,-0.0071549574239997416,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
